Servo Motion,Servo Position,Flex Value,EMG Value,EMG Voltage
Finger Closing,128,321,792,3870.97
Finger Closing,129,315,840,4105.57
Finger Closing,130,298,762,3724.34
Finger Closing,131,305,839,4100.68
Finger Closing,132,302,781,3817.2
Finger Closing,133,297,936,4574.78
Finger Closing,134,290,895,4374.39
Finger Closing,135,285,889,4345.06
Finger Closing,136,281,839,4100.68
Finger Closing,137,276,980,4789.83
Finger Closing,138,273,885,4325.51
Finger Closing,139,270,984,4809.38
Finger Closing,140,269,929,4540.57
Finger Closing,141,266,983,4804.5
Finger Closing,142,264,984,4809.38
Finger Closing,143,264,984,4809.38
Finger Closing,144,262,984,4809.38
Finger Closing,145,261,985,4814.27
Finger Closing,146,259,984,4809.38
Finger Closing,147,258,983,4804.5
Finger Closing,148,259,985,4814.27
Finger Closing,149,257,984,4809.38
Finger Closing,150,256,984,4809.38
Finger Closing,151,256,984,4809.38
Finger Closing,152,254,984,4809.38
Finger Closing,153,252,985,4814.27
Finger Closing,154,250,984,4809.38
Finger Closing,155,248,985,4814.27
Finger Closing,156,247,984,4809.38
Finger Closing,157,244,985,4814.27
Finger Closing,158,244,984,4809.38
Finger Closing,159,241,984,4809.38
Finger Closing,160,239,984,4809.38
Finger Closing,161,236,984,4809.38
Finger Closing,162,234,983,4804.5
Finger Closing,163,232,985,4814.27
Finger Closing,164,230,984,4809.38
Finger Closing,165,229,984,4809.38
Finger Closing,166,227,984,4809.38
Finger Closing,167,227,984,4809.38
Finger Closing,168,227,984,4809.38
Finger Closing,169,227,984,4809.38
Finger Closing,170,227,983,4804.5
Finger Closing,171,227,984,4809.38
Finger Closing,172,227,984,4809.38
Finger Closing,173,227,984,4809.38
Finger Closing,174,228,985,4814.27
Finger Closing,175,228,984,4809.38
Finger Closing,176,228,984,4809.38
Finger Closing,177,229,984,4809.38
Finger Closing,178,230,984,4809.38
Finger Closing,179,229,985,4814.27
Finger Closing,180,230,984,4809.38
Finger Opening,180,231,985,4814.27
Finger Opening,179,232,984,4809.38
Finger Opening,178,232,985,4814.27
Finger Opening,177,233,985,4814.27
Finger Opening,176,234,984,4809.38
Finger Opening,175,234,985,4814.27
Finger Opening,174,234,984,4809.38
Finger Opening,173,235,985,4814.27
Finger Opening,172,236,984,4809.38
Finger Opening,171,236,984,4809.38
Finger Opening,170,237,984,4809.38
Finger Opening,169,239,984,4809.38
Finger Opening,168,240,983,4804.5
Finger Opening,167,241,927,4530.79
Finger Opening,166,243,827,4042.03
Finger Opening,165,245,913,4462.37
Finger Opening,164,246,887,4335.29
Finger Opening,163,247,874,4271.75
Finger Opening,162,249,902,4408.6
Finger Opening,161,251,733,3582.6
Finger Opening,160,252,794,3880.74
Finger Opening,159,252,663,3240.47
Finger Opening,158,254,616,3010.75
Finger Opening,157,255,569,2781.04
Finger Opening,156,256,905,4423.27
Finger Opening,155,256,826,4037.15
Finger Opening,154,259,728,3558.16
Finger Opening,153,262,663,3240.47
Finger Opening,152,267,589,2878.79
Finger Opening,151,268,568,2776.15
Finger Opening,150,269,686,3352.88
Finger Opening,149,273,707,3455.52
Finger Opening,148,279,618,3020.53
Finger Opening,147,281,660,3225.81
Finger Opening,146,283,670,3274.68
Finger Opening,145,286,746,3646.14
Finger Opening,144,289,702,3431.09
Finger Opening,143,291,821,4012.71
Finger Opening,142,295,788,3851.42
Finger Opening,141,300,872,4261.97
Finger Opening,140,306,984,4809.38
Finger Opening,139,312,916,4477.03
Finger Opening,138,318,923,4511.24
Finger Opening,137,325,870,4252.2
Finger Opening,136,328,953,4657.87
Finger Opening,135,333,885,4325.51
Finger Opening,134,338,958,4682.31
Finger Opening,133,341,984,4809.38
Finger Opening,132,345,952,4652.98
Finger Opening,131,349,984,4809.38
Finger Opening,130,352,983,4804.5
Finger Opening,129,354,985,4814.27
Finger Opening,128,357,903,4413.49
Finger Opening,127,361,825,4032.26
Finger Opening,126,365,795,3885.63
Finger Opening,125,368,758,3704.79
Finger Opening,124,373,873,4266.86
Finger Opening,123,377,806,3939.39
Finger Opening,122,383,740,3616.81
Finger Opening,121,386,659,3220.92
Finger Opening,120,388,658,3216.03
Finger Opening,119,391,633,3093.84
Finger Opening,118,396,587,2869.01
Finger Opening,117,399,579,2829.91
Finger Opening,116,401,711,3475.07
Finger Opening,115,404,680,3323.56
Finger Opening,114,407,967,4726.29
Finger Opening,113,410,753,3680.35
Finger Opening,112,412,984,4809.38
Finger Opening,111,414,768,3753.67
Finger Opening,110,416,984,4809.38
Finger Opening,109,418,774,3782.99
Finger Opening,108,420,984,4809.38
Finger Opening,107,422,859,4198.44
Finger Opening,106,422,806,3939.39
Finger Opening,105,423,861,4208.21
Finger Opening,104,425,871,4257.09
Finger Opening,103,426,812,3968.72
Finger Opening,102,430,773,3778.1
Finger Opening,101,428,692,3382.21
Finger Opening,100,429,664,3245.36
Finger Opening,99,430,700,3421.31
Finger Opening,98,430,634,3098.73
Finger Opening,97,431,723,3533.72
Finger Opening,96,432,628,3069.4
Finger Opening,95,432,636,3108.5
Finger Opening,94,432,623,3044.97
Finger Opening,93,432,984,4809.38
Finger Opening,92,432,937,4579.67
Finger Opening,91,431,903,4413.49
Finger Opening,90,430,751,3670.58
Finger Closing,90,430,867,4237.54
Finger Closing,91,430,814,3978.49
Finger Closing,92,430,667,3260.02
Finger Closing,93,429,617,3015.64
Finger Closing,94,428,601,2937.44
Finger Closing,95,428,580,2834.8
Finger Closing,96,429,686,3352.88
Finger Closing,97,429,618,3020.53
Finger Closing,98,428,699,3416.42
Finger Closing,99,426,629,3074.29
Finger Closing,100,426,667,3260.02
Finger Closing,101,425,684,3343.11
Finger Closing,102,424,685,3348
Finger Closing,103,423,681,3328.45
Finger Closing,104,419,760,3714.56
Finger Closing,105,412,661,3230.69
Finger Closing,106,406,649,3172.04
Finger Closing,107,403,650,3176.93
Finger Closing,108,399,726,3548.39
Finger Closing,109,399,655,3201.37
Finger Closing,110,398,672,3284.46
Finger Closing,111,397,648,3167.16
Finger Closing,112,392,626,3059.63
Finger Closing,113,389,592,2893.45
Finger Closing,114,383,610,2981.43
Finger Closing,115,377,967,4726.29
Finger Closing,116,371,785,3836.75
Finger Closing,117,365,761,3719.45
Finger Closing,118,359,708,3460.41
Finger Closing,119,353,712,3479.96
Finger Closing,120,350,728,3558.16
Finger Closing,121,346,658,3216.03
Finger Closing,122,342,698,3411.53
Finger Closing,123,338,651,3181.82
Finger Closing,124,333,656,3206.26
Finger Closing,125,328,805,3934.51
Finger Closing,126,324,783,3826.98
Finger Closing,127,319,983,4804.5
Finger Closing,128,314,835,4081.13
Finger Closing,129,310,770,3763.44
Finger Closing,130,307,733,3582.6
Finger Closing,131,302,694,3391.98
Finger Closing,132,302,747,3651.03
Finger Closing,133,298,786,3841.64
Finger Closing,134,295,697,3406.65
Finger Closing,135,293,640,3128.05
Finger Closing,136,291,652,3186.71
Finger Closing,137,289,662,3235.58
Finger Closing,138,288,635,3103.62
Finger Closing,139,286,592,2893.45
Finger Closing,140,285,604,2952.1
Finger Closing,141,284,587,2869.01
Finger Closing,142,285,656,3206.26
Finger Closing,143,287,576,2815.25
Finger Closing,144,291,693,3387.1
Finger Closing,145,291,591,2888.56
Finger Closing,146,291,841,4110.46
Finger Closing,147,292,715,3494.62
Finger Closing,148,291,689,3367.55
Finger Closing,149,291,671,3279.57
Finger Closing,150,289,675,3299.12
Finger Closing,151,287,639,3123.17
Finger Closing,152,286,797,3895.41
Finger Closing,153,282,674,3294.23
Finger Closing,154,278,810,3958.94
Finger Closing,155,275,706,3450.64
Finger Closing,156,273,665,3250.24
Finger Closing,157,272,653,3191.59
Finger Closing,158,270,663,3240.47
Finger Closing,159,269,629,3074.29
Finger Closing,160,267,568,2776.15
Finger Closing,161,266,676,3304.01
Finger Closing,162,264,644,3147.6
Finger Closing,163,263,827,4042.03
Finger Closing,164,261,740,3616.81
Finger Closing,165,259,727,3553.27
Finger Closing,166,257,731,3572.82
Finger Closing,167,256,712,3479.96
Finger Closing,168,255,737,3602.15
Finger Closing,169,254,658,3216.03
Finger Closing,170,254,655,3201.37
Finger Closing,171,253,656,3206.26
Finger Closing,172,252,680,3323.56
Finger Closing,173,250,744,3636.36
Finger Closing,174,249,815,3983.38
Finger Closing,175,249,694,3391.98
Finger Closing,176,248,678,3313.78
Finger Closing,177,248,598,2922.78
Finger Closing,178,248,594,2903.23
Finger Closing,179,248,543,2653.96
Finger Closing,180,248,531,2595.31
Finger Opening,180,248,492,2404.69
Finger Opening,179,249,498,2434.02
Finger Opening,178,249,512,2502.44
Finger Opening,177,249,559,2732.16
Finger Opening,176,249,578,2825.02
Finger Opening,175,251,579,2829.91
Finger Opening,174,252,520,2541.54
Finger Opening,173,252,487,2380.25
Finger Opening,172,253,446,2179.86
Finger Opening,171,253,429,2096.77
Finger Opening,170,253,388,1896.38
Finger Opening,169,254,393,1920.82
Finger Opening,168,254,383,1871.95
Finger Opening,167,254,402,1964.81
Finger Opening,166,254,411,2008.8
Finger Opening,165,254,479,2341.15
Finger Opening,164,255,549,2683.28
Finger Opening,163,256,490,2394.92
Finger Opening,162,257,459,2243.4
Finger Opening,161,258,805,3934.51
Finger Opening,160,259,816,3988.27
Finger Opening,159,259,980,4789.83
Finger Opening,158,261,824,4027.37
Finger Opening,157,263,965,4716.52
Finger Opening,156,265,749,3660.8
Finger Opening,155,267,655,3201.37
Finger Opening,154,268,608,2971.65
Finger Opening,153,269,664,3245.36
Finger Opening,152,270,629,3074.29
Finger Opening,151,274,656,3206.26
Finger Opening,150,278,711,3475.07
Finger Opening,149,281,677,3308.9
Finger Opening,148,289,673,3289.35
Finger Opening,147,299,679,3318.67
Finger Opening,146,306,721,3523.95
Finger Opening,145,309,662,3235.58
Finger Opening,144,313,761,3719.45
Finger Opening,143,318,679,3318.67
Finger Opening,142,322,750,3665.69
Finger Opening,141,325,659,3220.92
Finger Opening,140,327,628,3069.4
Finger Opening,139,330,632,3088.95
Finger Opening,138,335,755,3690.13
Finger Opening,137,336,656,3206.26
Finger Opening,136,342,676,3304.01
Finger Opening,135,346,668,3264.91
Finger Opening,134,350,773,3778.1
Finger Opening,133,354,722,3528.84
Finger Opening,132,358,677,3308.9
Finger Opening,131,362,706,3450.64
Finger Opening,130,367,668,3264.91
Finger Opening,129,370,653,3191.59
Finger Opening,128,374,643,3142.72
Finger Opening,127,378,622,3040.08
Finger Opening,126,382,667,3260.02
Finger Opening,125,385,637,3113.39
Finger Opening,124,391,627,3064.52
Finger Opening,123,394,656,3206.26
Finger Opening,122,398,816,3988.27
Finger Opening,121,401,758,3704.79
Finger Opening,120,403,696,3401.76
Finger Opening,119,402,725,3543.5
Finger Opening,118,408,737,3602.15
Finger Opening,117,411,743,3631.48
Finger Opening,116,415,674,3294.23
Finger Opening,115,418,781,3817.2
Finger Opening,114,421,757,3699.9
Finger Opening,113,425,716,3499.51
Finger Opening,112,427,731,3572.82
Finger Opening,111,433,731,3572.82
Finger Opening,110,432,709,3465.3
Finger Opening,109,434,701,3426.2
Finger Opening,108,435,748,3655.91
Finger Opening,107,436,808,3949.17
Finger Opening,106,437,854,4174
Finger Opening,105,438,807,3944.28
Finger Opening,104,439,774,3782.99
Finger Opening,103,440,695,3396.87
Finger Opening,102,440,984,4809.38
Finger Opening,101,440,881,4305.96
Finger Opening,100,438,822,4017.6
Finger Opening,99,438,802,3919.84
Finger Opening,98,438,815,3983.38
Finger Opening,97,437,866,4232.65
Finger Opening,96,437,787,3846.53
Finger Opening,95,436,749,3660.8
Finger Opening,94,436,784,3831.87
Finger Opening,93,436,769,3758.55
Finger Opening,92,435,824,4027.37
Finger Opening,91,434,782,3822.09
Finger Opening,90,434,800,3910.07
Finger Closing,90,434,790,3861.19
Finger Closing,91,435,779,3807.43
Finger Closing,92,435,712,3479.96
Finger Closing,93,435,683,3338.22
Finger Closing,94,435,762,3724.34
Finger Closing,95,434,721,3523.95
Finger Closing,96,434,690,3372.43
Finger Closing,97,433,921,4501.47
Finger Closing,98,433,824,4027.37
Finger Closing,99,432,806,3939.39
Finger Closing,100,432,856,4183.77
Finger Closing,101,432,775,3787.88
Finger Closing,102,431,837,4090.91
Finger Closing,103,430,799,3905.18
Finger Closing,104,429,860,4203.32
Finger Closing,105,425,785,3836.75
Finger Closing,106,421,800,3910.07
Finger Closing,107,420,831,4061.58
Finger Closing,108,416,859,4198.44
Finger Closing,109,412,984,4809.38
Finger Closing,110,404,984,4809.38
Finger Closing,111,396,984,4809.38
Finger Closing,112,389,984,4809.38
Finger Closing,113,379,984,4809.38
Finger Closing,114,371,927,4530.79
Finger Closing,115,363,955,4667.64
Finger Closing,116,355,913,4462.37
Finger Closing,117,346,841,4110.46
Finger Closing,118,338,872,4261.97
Finger Closing,119,333,820,4007.82
Finger Closing,120,328,880,4301.08
Finger Closing,121,326,827,4042.03
Finger Closing,122,319,909,4442.82
Finger Closing,123,313,850,4154.45
Finger Closing,124,307,881,4305.96
Finger Closing,125,304,941,4599.22
Finger Closing,126,301,837,4090.91
Finger Closing,127,298,777,3797.65
Finger Closing,128,295,802,3919.84
Finger Closing,129,291,761,3719.45
Finger Closing,130,286,786,3841.64
Finger Closing,131,285,807,3944.28
Finger Closing,132,280,790,3861.19
Finger Closing,133,277,797,3895.41
Finger Closing,134,275,786,3841.64
Finger Closing,135,272,912,4457.48
Finger Closing,136,271,984,4809.38
Finger Closing,137,270,984,4809.38
Finger Closing,138,268,936,4574.78
Finger Closing,139,267,902,4408.6
Finger Closing,140,266,847,4139.78
Finger Closing,141,265,810,3958.94
Finger Closing,142,264,777,3797.65
Finger Closing,143,263,767,3748.78
Finger Closing,144,260,874,4271.75
Finger Closing,145,259,832,4066.47
Finger Closing,146,257,819,4002.93
Finger Closing,147,255,905,4423.27
Finger Closing,148,253,984,4809.38
Finger Closing,149,250,984,4809.38
Finger Closing,150,245,912,4457.48
Finger Closing,151,242,908,4437.93
Finger Closing,152,237,855,4178.89
Finger Closing,153,232,951,4648.09
Finger Closing,154,230,930,4545.45
Finger Closing,155,227,874,4271.75
Finger Closing,156,225,858,4193.55
Finger Closing,157,223,836,4086.02
Finger Closing,158,222,890,4349.95
Finger Closing,159,221,827,4042.03
Finger Closing,160,222,833,4071.36
Finger Closing,161,223,983,4804.5
Finger Closing,162,223,984,4809.38
Finger Closing,163,223,984,4809.38
Finger Closing,164,222,984,4809.38
Finger Closing,165,223,984,4809.38
Finger Closing,166,223,984,4809.38
Finger Closing,167,223,984,4809.38
Finger Closing,168,224,984,4809.38
Finger Closing,169,225,984,4809.38
Finger Closing,170,226,984,4809.38
Finger Closing,171,227,984,4809.38
Finger Closing,172,228,984,4809.38
Finger Closing,173,228,984,4809.38
Finger Closing,174,229,985,4814.27
Finger Closing,175,229,985,4814.27
Finger Closing,176,229,985,4814.27
Finger Closing,177,230,984,4809.38
Finger Closing,178,230,984,4809.38
Finger Closing,179,230,984,4809.38
Finger Closing,180,230,984,4809.38
Finger Opening,180,231,985,4814.27
Finger Opening,179,231,984,4809.38
Finger Opening,178,232,984,4809.38
Finger Opening,177,232,984,4809.38
Finger Opening,176,232,984,4809.38
Finger Opening,175,233,984,4809.38
Finger Opening,174,233,985,4814.27
Finger Opening,173,233,985,4814.27
Finger Opening,172,234,985,4814.27
Finger Opening,171,234,984,4809.38
Finger Opening,170,234,944,4613.88
Finger Opening,169,234,836,4086.02
Finger Opening,168,234,762,3724.34
Finger Opening,167,235,713,3484.85
Finger Opening,166,235,654,3196.48
Finger Opening,165,235,601,2937.44
Finger Opening,164,235,668,3264.91
Finger Opening,163,236,984,4809.38
Finger Opening,162,236,984,4809.38
Finger Opening,161,236,984,4809.38
Finger Opening,160,236,882,4310.85
Finger Opening,159,239,808,3949.17
Finger Opening,158,237,906,4428.15
Finger Opening,157,239,955,4667.64
Finger Opening,156,240,853,4169.11
Finger Opening,155,242,783,3826.98
Finger Opening,154,246,881,4305.96
Finger Opening,153,252,984,4809.38
Finger Opening,152,254,984,4809.38
Finger Opening,151,258,985,4814.27
Finger Opening,150,264,949,4638.32
Finger Opening,149,272,832,4066.47
Finger Opening,148,279,946,4623.66
Finger Opening,147,285,984,4809.38
Finger Opening,146,291,984,4809.38
Finger Opening,145,297,984,4809.38
Finger Opening,144,303,984,4809.38
Finger Opening,143,308,985,4814.27
Finger Opening,142,313,984,4809.38
Finger Opening,141,319,984,4809.38
Finger Opening,140,324,954,4662.76
Finger Opening,139,329,985,4814.27
Finger Opening,138,331,970,4740.96
Finger Opening,137,334,984,4809.38
Finger Opening,136,340,984,4809.38
Finger Opening,135,345,984,4809.38
Finger Opening,134,347,984,4809.38
Finger Opening,133,351,985,4814.27
Finger Opening,132,353,984,4809.38
Finger Opening,131,357,984,4809.38
Finger Opening,130,361,985,4814.27
Finger Opening,129,365,984,4809.38
Finger Opening,128,367,984,4809.38
Finger Opening,127,369,984,4809.38
Finger Opening,126,368,984,4809.38
Finger Opening,125,373,984,4809.38
Finger Opening,124,375,984,4809.38
Finger Opening,123,377,983,4804.5
Finger Opening,122,378,985,4814.27
Finger Opening,121,380,984,4809.38
Finger Opening,120,383,984,4809.38
Finger Opening,119,384,984,4809.38
Finger Opening,118,385,985,4814.27
Finger Opening,117,386,985,4814.27
Finger Opening,116,388,985,4814.27
Finger Opening,115,389,984,4809.38
Finger Opening,114,390,985,4814.27
Finger Opening,113,391,984,4809.38
Finger Opening,112,393,984,4809.38
Finger Opening,111,393,985,4814.27
Finger Opening,110,395,984,4809.38
Finger Opening,109,397,985,4814.27
Finger Opening,108,398,984,4809.38
Finger Opening,107,399,984,4809.38
Finger Opening,106,400,966,4721.41
Finger Opening,105,401,981,4794.72
Finger Opening,104,401,919,4491.69
Finger Opening,103,401,984,4809.38
Finger Opening,102,401,984,4809.38
Finger Opening,101,401,983,4804.5
Finger Opening,100,401,953,4657.87
Finger Opening,99,401,848,4144.67
Finger Opening,98,401,864,4222.87
Finger Opening,97,392,794,3880.74
Finger Opening,96,397,819,4002.93
Finger Opening,95,397,786,3841.64
Finger Opening,94,404,879,4296.19
Finger Opening,93,400,750,3665.69
Finger Opening,92,402,833,4071.36
Finger Opening,91,403,738,3607.04
Finger Opening,90,404,743,3631.48
Finger Closing,90,402,731,3572.82
Finger Closing,91,406,674,3294.23
Finger Closing,92,405,717,3504.4
Finger Closing,93,406,621,3035.19
Finger Closing,94,413,642,3137.83
Finger Closing,95,414,602,2942.33
Finger Closing,96,414,610,2981.43
Finger Closing,97,415,585,2859.24
Finger Closing,98,415,615,3005.86
Finger Closing,99,415,664,3245.36
Finger Closing,100,415,695,3396.87
Finger Closing,101,414,678,3313.78
Finger Closing,102,412,735,3592.38
Finger Closing,103,410,722,3528.84
Finger Closing,104,405,727,3553.27
Finger Closing,105,401,687,3357.77
Finger Closing,106,394,714,3489.74
Finger Closing,107,386,656,3206.26
Finger Closing,108,377,660,3225.81
Finger Closing,109,368,658,3216.03
Finger Closing,110,358,673,3289.35
Finger Closing,111,352,614,3000.98
Finger Closing,112,347,639,3123.17
Finger Closing,113,343,599,2927.66
Finger Closing,114,340,790,3861.19
Finger Closing,115,337,806,3939.39
Finger Closing,116,332,909,4442.82
Finger Closing,117,328,984,4809.38
Finger Closing,118,326,984,4809.38
Finger Closing,119,322,985,4814.27
Finger Closing,120,319,984,4809.38
Finger Closing,121,314,939,4589.44
Finger Closing,122,310,864,4222.87
Finger Closing,123,306,882,4310.85
Finger Closing,124,301,935,4569.89
Finger Closing,125,297,815,3983.38
Finger Closing,126,292,984,4809.38
Finger Closing,127,289,985,4814.27
Finger Closing,128,286,984,4809.38
Finger Closing,129,280,985,4814.27
Finger Closing,130,281,914,4467.25
Finger Closing,131,278,945,4618.77
Finger Closing,132,274,896,4379.28
Finger Closing,133,272,984,4809.38
Finger Closing,134,270,929,4540.57
Finger Closing,135,268,942,4604.11
Finger Closing,136,266,961,4696.97
Finger Closing,137,263,883,4315.74
Finger Closing,138,261,985,4814.27
Finger Closing,139,259,984,4809.38
Finger Closing,140,263,985,4814.27
Finger Closing,141,254,984,4809.38
Finger Closing,142,254,984,4809.38
Finger Closing,143,252,984,4809.38
Finger Closing,144,252,985,4814.27
Finger Closing,145,252,981,4794.72
Finger Closing,146,251,984,4809.38
Finger Closing,147,250,984,4809.38
Finger Closing,148,249,985,4814.27
Finger Closing,149,248,984,4809.38
Finger Closing,150,246,984,4809.38
Finger Closing,151,246,985,4814.27
Finger Closing,152,245,984,4809.38
Finger Closing,153,245,984,4809.38
Finger Closing,154,244,984,4809.38
Finger Closing,155,245,984,4809.38
Finger Closing,156,243,985,4814.27
Finger Closing,157,242,984,4809.38
Finger Closing,158,241,984,4809.38
Finger Closing,159,237,984,4809.38
Finger Closing,160,235,984,4809.38
Finger Closing,161,233,984,4809.38
Finger Closing,162,231,984,4809.38
Finger Closing,163,229,984,4809.38
Finger Closing,164,228,983,4804.5
Finger Closing,165,228,985,4814.27
Finger Closing,166,226,984,4809.38
Finger Closing,167,226,984,4809.38
Finger Closing,168,214,984,4809.38
Finger Closing,169,216,985,4814.27
Finger Closing,170,220,984,4809.38
Finger Closing,171,218,984,4809.38
Finger Closing,172,218,984,4809.38
Finger Closing,173,218,984,4809.38
Finger Closing,174,218,984,4809.38
Finger Closing,175,219,985,4814.27
Finger Closing,176,219,984,4809.38
Finger Closing,177,220,985,4814.27
Finger Closing,178,221,985,4814.27
Finger Closing,179,222,984,4809.38
Finger Closing,180,222,984,4809.38
Finger Opening,180,223,984,4809.38
Finger Opening,179,224,984,4809.38
Finger Opening,178,224,984,4809.38
Finger Opening,177,225,984,4809.38
Finger Opening,176,226,985,4814.27
Finger Opening,175,226,984,4809.38
Finger Opening,174,227,985,4814.27
Finger Opening,173,229,984,4809.38
Finger Opening,172,230,984,4809.38
Finger Opening,171,230,933,4560.12
Finger Opening,170,232,822,4017.6
Finger Opening,169,236,768,3753.67
Finger Opening,168,241,688,3362.66
Finger Opening,167,243,674,3294.23
Finger Opening,166,247,663,3240.47
Finger Opening,165,252,708,3460.41
Finger Opening,164,255,731,3572.82
Finger Opening,163,256,727,3553.27
Finger Opening,162,257,657,3211.14
Finger Opening,161,258,654,3196.48
Finger Opening,160,259,942,4604.11
Finger Opening,159,260,773,3778.1
Finger Opening,158,262,708,3460.41
Finger Opening,157,265,658,3216.03
Finger Opening,156,269,754,3685.24
Finger Opening,155,272,655,3201.37
Finger Opening,154,275,750,3665.69
Finger Opening,153,280,642,3137.83
Finger Opening,152,286,861,4208.21
Finger Opening,151,293,789,3856.3
Finger Opening,150,301,728,3558.16
Finger Opening,149,310,788,3851.42
Finger Opening,148,317,984,4809.38
Finger Opening,147,322,956,4672.53
Finger Opening,146,326,837,4090.91
Finger Opening,145,330,829,4051.81
Finger Opening,144,334,974,4760.51
Finger Opening,143,336,840,4105.57
Finger Opening,142,339,900,4398.83
Finger Opening,141,346,792,3870.97
Finger Opening,140,351,769,3758.55
Finger Opening,139,355,701,3426.2
Finger Opening,138,358,691,3377.32
Finger Opening,137,363,711,3475.07
Finger Opening,136,367,984,4809.38
Finger Opening,135,370,922,4506.35
Finger Opening,134,373,984,4809.38
Finger Opening,133,375,922,4506.35
Finger Opening,132,378,928,4535.68
Finger Opening,131,380,810,3958.94
Finger Opening,130,384,758,3704.79
Finger Opening,129,388,984,4809.38
Finger Opening,128,393,784,3831.87
Finger Opening,127,396,817,3993.16
Finger Opening,126,400,798,3900.29
Finger Opening,125,405,726,3548.39
Finger Opening,124,410,857,4188.66
Finger Opening,123,411,796,3890.52
Finger Opening,122,414,887,4335.29
Finger Opening,121,417,808,3949.17
Finger Opening,120,420,799,3905.18
Finger Opening,119,421,728,3558.16
Finger Opening,118,424,883,4315.74
Finger Opening,117,426,984,4809.38
Finger Opening,116,427,984,4809.38
Finger Opening,115,429,945,4618.77
Finger Opening,114,431,980,4789.83
Finger Opening,113,431,838,4095.8
Finger Opening,112,432,860,4203.32
Finger Opening,111,433,777,3797.65
Finger Opening,110,433,829,4051.81
Finger Opening,109,434,752,3675.46
Finger Opening,108,435,868,4242.42
Finger Opening,107,435,829,4051.81
Finger Opening,106,436,747,3651.03
Finger Opening,105,435,727,3553.27
Finger Opening,104,437,773,3778.1
Finger Opening,103,437,735,3592.38
Finger Opening,102,437,712,3479.96
Finger Opening,101,438,701,3426.2
Finger Opening,100,438,725,3543.5
Finger Opening,99,437,654,3196.48
Finger Opening,98,437,752,3675.46
Finger Opening,97,437,677,3308.9
Finger Opening,96,437,652,3186.71
Finger Opening,95,437,677,3308.9
Finger Opening,94,438,855,4178.89
Finger Opening,93,438,740,3616.81
Finger Opening,92,438,704,3440.86
Finger Opening,91,439,689,3367.55
Finger Opening,90,439,637,3113.39
Finger Closing,90,439,650,3176.93
Finger Closing,91,440,612,2991.2
Finger Closing,92,440,603,2947.21
Finger Closing,93,441,656,3206.26
Finger Closing,94,441,695,3396.87
Finger Closing,95,441,618,3020.53
Finger Closing,96,441,614,3000.98
Finger Closing,97,442,527,2575.76
Finger Closing,98,442,541,2644.18
Finger Closing,99,442,499,2438.91
Finger Closing,100,441,514,2512.22
Finger Closing,101,440,495,2419.35
Finger Closing,102,438,595,2908.11
Finger Closing,103,436,617,3015.64
Finger Closing,104,433,655,3201.37
Finger Closing,105,429,569,2781.04
Finger Closing,106,426,608,2971.65
Finger Closing,107,422,537,2624.63
Finger Closing,108,418,649,3172.04
Finger Closing,109,411,576,2815.25
Finger Closing,110,405,579,2829.91
Finger Closing,111,401,521,2546.43
Finger Closing,112,398,497,2429.13
Finger Closing,113,393,504,2463.34
Finger Closing,114,388,543,2653.96
Finger Closing,115,386,508,2482.89
Finger Closing,116,380,495,2419.35
Finger Closing,117,366,612,2991.2
Finger Closing,118,365,684,3343.11
Finger Closing,119,361,639,3123.17
Finger Closing,120,355,666,3255.13
Finger Closing,121,351,707,3455.52
Finger Closing,122,350,677,3308.9
Finger Closing,123,349,670,3274.68
Finger Closing,124,345,592,2893.45
Finger Closing,125,344,551,2693.06
Finger Closing,126,343,549,2683.28
Finger Closing,127,342,886,4330.4
Finger Closing,128,340,751,3670.58
Finger Closing,129,336,782,3822.09
Finger Closing,130,333,668,3264.91
Finger Closing,131,329,668,3264.91
Finger Closing,132,326,625,3054.74
Finger Closing,133,322,785,3836.75
Finger Closing,134,319,797,3895.41
Finger Closing,135,318,677,3308.9
Finger Closing,136,315,666,3255.13
Finger Closing,137,315,654,3196.48
Finger Closing,138,312,648,3167.16
Finger Closing,139,312,845,4130.01
Finger Closing,140,305,777,3797.65
Finger Closing,141,306,984,4809.38
Finger Closing,142,305,972,4750.73
Finger Closing,143,303,977,4775.17
Finger Closing,144,300,908,4437.93
Finger Closing,145,297,834,4076.25
Finger Closing,146,296,800,3910.07
Finger Closing,147,293,839,4100.68
Finger Closing,148,290,789,3856.3
Finger Closing,149,288,811,3963.83
Finger Closing,150,285,711,3475.07
Finger Closing,151,281,716,3499.51
Finger Closing,152,277,678,3313.78
Finger Closing,153,274,723,3533.72
Finger Closing,154,271,779,3807.43
Finger Closing,155,268,739,3611.93
Finger Closing,156,264,661,3230.69
Finger Closing,157,260,689,3367.55
Finger Closing,158,257,636,3108.5
Finger Closing,159,253,615,3005.86
Finger Closing,160,249,669,3269.79
Finger Closing,161,248,673,3289.35
Finger Closing,162,246,779,3807.43
Finger Closing,163,246,660,3225.81
Finger Closing,164,245,945,4618.77
Finger Closing,165,245,753,3680.35
Finger Closing,166,244,984,4809.38
Finger Closing,167,245,980,4789.83
Finger Closing,168,243,790,3861.19
Finger Closing,169,243,725,3543.5
Finger Closing,170,243,706,3450.64
Finger Closing,171,242,613,2996.09
Finger Closing,172,243,630,3079.18
Finger Closing,173,244,613,2996.09
Finger Closing,174,244,733,3582.6
Finger Closing,175,245,651,3181.82
