Servo Motion,Servo Position,Flex Value,EMG Value,EMG Voltage,Time (msec)
Finger Opening,111,340,130,635.39,46.1
Finger Opening,110,340,124,606.06,46.125
Finger Closing,110,340,117,571.85,46.15
Finger Closing,111,340,143,698.92,46.175
Finger Closing,112,340,110,537.63,46.2
Finger Closing,113,340,103,503.42,46.225
Finger Closing,114,339,94,459.43,46.25
Finger Closing,115,339,92,449.66,46.275
Finger Closing,116,340,93,454.55,46.3
Finger Closing,117,339,110,537.63,46.325
Finger Closing,118,340,94,459.43,46.35
Finger Closing,119,340,100,488.76,46.375
Finger Closing,120,340,96,469.21,46.4
Finger Closing,121,340,90,439.88,46.425
Finger Closing,122,340,88,430.11,46.45
Finger Closing,123,340,80,391.01,46.475
Finger Closing,124,340,83,405.67,46.5
Finger Closing,125,340,78,381.23,46.525
Finger Closing,126,340,81,395.89,46.55
Finger Closing,127,341,88,430.11,46.575
Finger Closing,128,342,93,454.55,46.6
Finger Closing,129,341,83,405.67,46.625
Finger Closing,130,338,85,415.44,46.65
Finger Closing,131,340,85,415.44,46.675
Finger Closing,132,340,88,430.11,46.7
Finger Closing,133,340,82,400.78,46.725
Finger Closing,134,337,94,459.43,46.75
Finger Closing,135,334,93,454.55,46.775
Finger Closing,136,338,136,664.71,46.8
Finger Closing,137,339,130,635.39,46.825
Finger Closing,138,341,122,596.29,46.85
Finger Closing,139,341,100,488.76,46.875
Finger Closing,140,342,110,537.63,46.9
Finger Closing,141,342,105,513.2,46.925
Finger Closing,142,341,112,547.41,46.95
Finger Closing,143,341,123,601.17,46.975
Finger Closing,144,342,147,718.48,47
Finger Closing,145,343,115,562.07,47.025
Finger Closing,146,343,132,645.16,47.05
Finger Closing,147,343,113,552.3,47.075
Finger Closing,148,344,106,518.08,47.1
Finger Closing,149,344,102,498.53,47.125
Finger Closing,150,345,107,522.97,47.15
Finger Closing,151,345,107,522.97,47.175
Finger Closing,152,344,103,503.42,47.2
Finger Closing,153,345,103,503.42,47.225
Finger Closing,154,345,109,532.75,47.25
Finger Closing,155,345,130,635.39,47.275
Finger Closing,156,345,120,586.51,47.3
Finger Closing,157,343,115,562.07,47.325
Finger Closing,158,344,113,552.3,47.35
Finger Closing,159,342,124,606.06,47.375
Finger Closing,160,339,120,586.51,47.4
Finger Closing,161,336,112,547.41,47.425
Finger Closing,162,334,121,591.4,47.45
Finger Closing,163,333,121,591.4,47.475
Finger Closing,164,336,140,684.26,47.5
Finger Closing,165,333,147,718.48,47.525
Finger Closing,166,332,155,757.58,47.55
Finger Closing,167,332,153,747.8,47.575
Finger Closing,168,332,135,659.82,47.6
Finger Closing,169,331,145,708.7,47.625
Finger Closing,170,331,141,689.15,47.65
Finger Closing,171,329,151,738.03,47.675
Finger Closing,172,327,145,708.7,47.7
Finger Closing,173,325,166,811.34,47.725
Finger Closing,174,324,156,762.46,47.75
Finger Closing,175,322,170,830.89,47.775
Finger Closing,176,321,172,840.66,47.8
Finger Closing,177,320,190,928.64,47.825
Finger Closing,178,319,178,869.99,47.85
Finger Closing,179,318,188,918.87,47.875
Finger Closing,180,317,160,782.01,47.9
Finger Opening,180,318,192,938.42,47.925
Finger Opening,179,317,201,982.4,47.95
Finger Opening,178,317,182,889.54,47.975
Finger Opening,177,316,195,953.08,48
Finger Opening,176,316,173,845.55,48.025
Finger Opening,175,317,196,957.97,48.05
Finger Opening,174,315,202,987.29,48.075
Finger Opening,173,314,173,845.55,48.1
Finger Opening,172,315,189,923.75,48.125
Finger Opening,171,316,172,840.66,48.15
Finger Opening,170,316,166,811.34,48.175
Finger Opening,169,315,161,786.9,48.2
Finger Opening,168,316,169,826,48.225
Finger Opening,167,316,148,723.36,48.25
Finger Opening,166,316,182,889.54,48.275
Finger Opening,165,316,178,869.99,48.3
Finger Opening,164,317,180,879.77,48.325
Finger Opening,163,316,195,953.08,48.35
Finger Opening,162,316,192,938.42,48.375
Finger Opening,161,317,189,923.75,48.4
Finger Opening,160,317,270,1319.65,48.425
Finger Opening,159,317,244,1192.57,48.45
Finger Opening,158,317,254,1241.45,48.475
Finger Opening,157,317,220,1075.27,48.5
Finger Opening,156,317,234,1143.69,48.525
Finger Opening,155,317,189,923.75,48.55
Finger Opening,154,318,213,1041.06,48.575
Finger Opening,153,320,205,1001.96,48.6
Finger Opening,152,320,202,987.29,48.625
Finger Opening,151,321,174,850.44,48.65
Finger Opening,150,322,198,967.74,48.675
Finger Opening,149,321,165,806.45,48.7
Finger Opening,148,321,193,943.3,48.725
Finger Opening,147,323,186,909.09,48.75
Finger Opening,146,324,190,928.64,48.775
Finger Opening,145,325,178,869.99,48.8
Finger Opening,144,327,204,997.07,48.825
Finger Opening,143,329,165,806.45,48.85
Finger Opening,142,331,193,943.3,48.875
Finger Opening,141,332,168,821.11,48.9
Finger Opening,140,333,182,889.54,48.925
Finger Opening,139,334,147,718.48,48.95
Finger Opening,138,335,173,845.55,48.975
Finger Opening,137,335,169,826,49
Finger Opening,136,335,170,830.89,49.025
Finger Opening,135,335,140,684.26,49.05
Finger Opening,134,336,179,874.88,49.075
Finger Opening,133,334,148,723.36,49.1
Finger Opening,132,333,129,630.5,49.125
Finger Opening,131,332,125,610.95,49.15
Finger Opening,130,332,129,630.5,49.175
Finger Opening,129,334,105,513.2,49.2
Finger Opening,128,337,121,591.4,49.225
Finger Opening,127,337,134,654.94,49.25
Finger Opening,126,336,119,581.62,49.275
Finger Opening,125,336,128,625.61,49.3
Finger Opening,124,335,138,674.49,49.325
Finger Opening,123,336,137,669.6,49.35
Finger Opening,122,333,104,508.31,49.375
Finger Opening,121,329,118,576.74,49.4
Finger Opening,120,328,122,596.29,49.425
Finger Opening,119,330,127,620.72,49.45
Finger Opening,118,334,102,498.53,49.475
Finger Opening,117,333,128,625.61,49.5
Finger Opening,116,334,105,513.2,49.525
Finger Opening,115,333,92,449.66,49.55
Finger Opening,114,331,103,503.42,49.575
Finger Opening,113,332,111,542.52,49.6
Finger Opening,112,333,91,444.77,49.625
Finger Opening,111,335,111,542.52,49.65
Finger Opening,110,335,109,532.75,49.675
Finger Closing,110,335,117,571.85,49.7
Finger Closing,111,335,125,610.95,49.725
Finger Closing,112,335,103,503.42,49.75
Finger Closing,113,336,90,439.88,49.775
Finger Closing,114,335,94,459.43,49.8
Finger Closing,115,336,94,459.43,49.825
Finger Closing,116,335,99,483.87,49.85
Finger Closing,117,336,112,547.41,49.875
Finger Closing,118,336,120,586.51,49.9
Finger Closing,119,336,95,464.32,49.925
Finger Closing,120,336,111,542.52,49.95
Finger Closing,121,336,123,601.17,49.975
Finger Closing,122,336,120,586.51,50
Finger Closing,123,336,109,532.75,50.025
Finger Closing,124,337,119,581.62,50.05
Finger Closing,125,337,99,483.87,50.075
Finger Closing,126,337,107,522.97,50.1
Finger Closing,127,337,102,498.53,50.125
Finger Closing,128,333,91,444.77,50.15
Finger Closing,129,331,96,469.21,50.175
Finger Closing,130,334,113,552.3,50.2
Finger Closing,131,335,107,522.97,50.225
Finger Closing,132,337,104,508.31,50.25
Finger Closing,133,336,107,522.97,50.275
Finger Closing,134,329,146,713.59,50.3
Finger Closing,135,327,123,601.17,50.325
Finger Closing,136,330,177,865.1,50.35
Finger Closing,137,327,150,733.14,50.375
Finger Closing,138,331,154,752.69,50.4
Finger Closing,139,332,133,650.05,50.425
Finger Closing,140,334,149,728.25,50.45
Finger Closing,141,335,127,620.72,50.475
Finger Closing,142,335,108,527.86,50.5
Finger Closing,143,336,127,620.72,50.525
Finger Closing,144,336,120,586.51,50.55
Finger Closing,145,342,101,493.65,50.575
Finger Closing,146,338,126,615.84,50.6
Finger Closing,147,337,118,576.74,50.625
Finger Closing,148,338,129,630.5,50.65
Finger Closing,149,337,117,571.85,50.675
Finger Closing,150,337,128,625.61,50.7
Finger Closing,151,338,134,654.94,50.725
Finger Closing,152,338,123,601.17,50.75
Finger Closing,153,340,116,566.96,50.775
Finger Closing,154,340,133,650.05,50.8
Finger Closing,155,340,118,576.74,50.825
Finger Closing,156,340,134,654.94,50.85
Finger Closing,157,340,127,620.72,50.875
Finger Closing,158,340,136,664.71,50.9
Finger Closing,159,339,121,591.4,50.925
Finger Closing,160,342,127,620.72,50.95
Finger Closing,161,340,135,659.82,50.975
Finger Closing,162,338,122,596.29,51
Finger Closing,163,335,152,742.91,51.025
Finger Closing,164,333,154,752.69,51.05
Finger Closing,165,331,166,811.34,51.075
Finger Closing,166,331,173,845.55,51.1
Finger Closing,167,329,159,777.13,51.125
Finger Closing,168,329,164,801.56,51.15
Finger Closing,169,328,169,826,51.175
Finger Closing,170,328,179,874.88,51.2
Finger Closing,171,327,161,786.9,51.225
Finger Closing,172,326,187,913.98,51.25
Finger Closing,173,324,198,967.74,51.275
Finger Closing,174,324,207,1011.73,51.3
Finger Closing,175,322,242,1182.8,51.325
Finger Closing,176,321,242,1182.8,51.35
Finger Closing,177,319,232,1133.92,51.375
Finger Closing,178,318,263,1285.43,51.4
Finger Closing,179,344,258,1261,51.425
Finger Closing,180,315,245,1197.46,51.45
Finger Opening,180,315,268,1309.87,51.475
Finger Opening,179,314,284,1388.07,51.5
Finger Opening,178,311,284,1388.07,51.525
Finger Opening,177,312,311,1520.04,51.55
Finger Opening,176,309,285,1392.96,51.575
Finger Opening,175,309,334,1632.45,51.6
Finger Opening,174,308,338,1652,51.625
Finger Opening,173,307,267,1304.99,51.65
Finger Opening,172,308,269,1314.76,51.675
Finger Opening,171,307,312,1524.93,51.7
Finger Opening,170,307,238,1163.25,51.725
Finger Opening,169,307,252,1231.67,51.75
Finger Opening,168,309,275,1344.09,51.775
Finger Opening,167,312,234,1143.69,51.8
Finger Opening,166,313,218,1065.49,51.825
Finger Opening,165,313,208,1016.62,51.85
Finger Opening,164,314,191,933.53,51.875
Finger Opening,163,316,220,1075.27,51.9
Finger Opening,162,317,178,869.99,51.925
Finger Opening,161,318,186,909.09,51.95
Finger Opening,160,318,249,1217.01,51.975
Finger Opening,159,320,204,997.07,52
Finger Opening,158,320,214,1045.94,52.025
Finger Opening,157,323,215,1050.83,52.05
Finger Opening,156,324,219,1070.38,52.075
Finger Opening,155,325,196,957.97,52.1
Finger Opening,154,326,217,1060.61,52.125
Finger Opening,153,325,220,1075.27,52.15
Finger Opening,152,327,199,972.63,52.175
Finger Opening,151,324,203,992.18,52.2
Finger Opening,150,323,210,1026.39,52.225
Finger Opening,149,323,188,918.87,52.25
Finger Opening,148,336,192,938.42,52.275
Finger Opening,147,330,178,869.99,52.3
Finger Opening,146,323,164,801.56,52.325
Finger Opening,145,321,192,938.42,52.35
Finger Opening,144,330,161,786.9,52.375
Finger Opening,143,324,152,742.91,52.4
Finger Opening,142,325,171,835.78,52.425
Finger Opening,141,328,172,840.66,52.45
Finger Opening,140,328,187,913.98,52.475
Finger Opening,139,329,160,782.01,52.5
Finger Opening,138,332,131,640.27,52.525
Finger Opening,137,328,141,689.15,52.55
Finger Opening,136,325,145,708.7,52.575
Finger Opening,135,322,135,659.82,52.6
Finger Opening,134,312,134,654.94,52.625
Finger Opening,133,306,169,826,52.65
Finger Opening,132,323,136,664.71,52.675
Finger Opening,131,326,124,606.06,52.7
Finger Opening,130,326,151,738.03,52.725
Finger Opening,129,324,168,821.11,52.75
Finger Opening,128,324,165,806.45,52.775
Finger Opening,127,326,172,840.66,52.8
Finger Opening,126,326,180,879.77,52.825
Finger Opening,125,327,140,684.26,52.85
Finger Opening,124,324,141,689.15,52.875
Finger Opening,123,328,131,640.27,52.9
Finger Opening,122,326,122,596.29,52.925
Finger Opening,121,327,105,513.2,52.95
Finger Opening,120,326,112,547.41,52.975
Finger Opening,119,326,97,474.1,53
Finger Opening,118,327,119,581.62,53.025
Finger Opening,117,326,107,522.97,53.05
Finger Opening,116,326,116,566.96,53.075
Finger Opening,115,327,114,557.18,53.1
Finger Opening,114,327,102,498.53,53.125
Finger Opening,113,327,97,474.1,53.15
Finger Opening,112,327,116,566.96,53.175
Finger Opening,111,326,100,488.76,53.2
Finger Opening,110,327,109,532.75,53.225
Finger Closing,110,326,118,576.74,53.25
Finger Closing,111,327,102,498.53,53.275
Finger Closing,112,327,101,493.65,53.3
Finger Closing,113,327,98,478.98,53.325
Finger Closing,114,327,82,400.78,53.35
Finger Closing,115,327,107,522.97,53.375
Finger Closing,116,327,102,498.53,53.4
Finger Closing,117,327,93,454.55,53.425
Finger Closing,118,327,114,557.18,53.45
Finger Closing,119,327,106,518.08,53.475
Finger Closing,120,327,103,503.42,53.5
Finger Closing,121,327,106,518.08,53.525
Finger Closing,122,327,104,508.31,53.55
Finger Closing,123,328,95,464.32,53.575
Finger Closing,124,328,91,444.77,53.6
Finger Closing,125,328,102,498.53,53.625
Finger Closing,126,328,95,464.32,53.65
Finger Closing,127,328,100,488.76,53.675
Finger Closing,128,324,97,474.1,53.7
Finger Closing,129,324,97,474.1,53.725
Finger Closing,130,324,103,503.42,53.75
Finger Closing,131,326,109,532.75,53.775
Finger Closing,132,326,130,635.39,53.8
Finger Closing,133,326,121,591.4,53.825
Finger Closing,134,326,111,542.52,53.85
Finger Closing,135,327,116,566.96,53.875
Finger Closing,136,327,133,650.05,53.9
Finger Closing,137,335,139,679.37,53.925
Finger Closing,138,328,152,742.91,53.95
Finger Closing,139,327,145,708.7,53.975
Finger Closing,140,322,177,865.1,54
Finger Closing,141,319,148,723.36,54.025
Finger Closing,142,326,142,694.04,54.05
Finger Closing,143,327,148,723.36,54.075
Finger Closing,144,328,168,821.11,54.1
Finger Closing,145,329,145,708.7,54.125
Finger Closing,146,328,165,806.45,54.15
Finger Closing,147,320,150,733.14,54.175
Finger Closing,148,326,162,791.79,54.2
Finger Closing,149,329,153,747.8,54.225
Finger Closing,150,330,161,786.9,54.25
Finger Closing,151,330,147,718.48,54.275
Finger Closing,152,331,141,689.15,54.3
Finger Closing,153,335,129,630.5,54.325
Finger Closing,154,330,141,689.15,54.35
Finger Closing,155,330,136,664.71,54.375
Finger Closing,156,331,139,679.37,54.4
Finger Closing,157,331,140,684.26,54.425
Finger Closing,158,331,118,576.74,54.45
Finger Closing,159,331,121,591.4,54.475
Finger Closing,160,330,151,738.03,54.5
Finger Closing,161,329,136,664.71,54.525
Finger Closing,162,331,130,635.39,54.55
Finger Closing,163,331,123,601.17,54.575
Finger Closing,164,332,124,606.06,54.6
Finger Closing,165,333,116,566.96,54.625
Finger Closing,166,333,106,518.08,54.65
Finger Closing,167,333,129,630.5,54.675
Finger Closing,168,333,114,557.18,54.7
Finger Closing,169,334,136,664.71,54.725
Finger Closing,170,335,149,728.25,54.75
Finger Closing,171,336,139,679.37,54.775
Finger Closing,172,336,143,698.92,54.8
Finger Closing,173,336,158,772.24,54.825
Finger Closing,174,336,169,826,54.85
Finger Closing,175,325,179,874.88,54.875
Finger Closing,176,337,196,957.97,54.9
Finger Closing,177,336,186,909.09,54.925
Finger Closing,178,335,163,796.68,54.95
Finger Closing,179,334,159,777.13,54.975
Finger Closing,180,333,140,684.26,55
Finger Opening,180,332,132,645.16,55.025
Finger Opening,179,328,130,635.39,55.05
Finger Opening,178,330,137,669.6,55.075
Finger Opening,177,329,124,606.06,55.1
Finger Opening,176,330,162,791.79,55.125
Finger Opening,175,328,134,654.94,55.15
Finger Opening,174,327,145,708.7,55.175
Finger Opening,173,326,156,762.46,55.2
Finger Opening,172,323,147,718.48,55.225
Finger Opening,171,323,143,698.92,55.25
Finger Opening,170,321,155,757.58,55.275
Finger Opening,169,320,171,835.78,55.3
Finger Opening,168,319,201,982.4,55.325
Finger Opening,167,318,171,835.78,55.35
Finger Opening,166,318,188,918.87,55.375
Finger Opening,165,318,195,953.08,55.4
Finger Opening,164,317,199,972.63,55.425
Finger Opening,163,315,230,1124.14,55.45
Finger Opening,162,313,199,972.63,55.475
Finger Opening,161,313,242,1182.8,55.5
Finger Opening,160,313,252,1231.67,55.525
Finger Opening,159,313,282,1378.3,55.55
Finger Opening,158,313,273,1334.31,55.575
Finger Opening,157,313,231,1129.03,55.6
Finger Opening,156,313,240,1173.02,55.625
Finger Opening,155,313,268,1309.87,55.65
Finger Opening,154,313,209,1021.51,55.675
Finger Opening,153,314,301,1471.16,55.7
Finger Opening,152,313,274,1339.2,55.725
Finger Opening,151,314,249,1217.01,55.75
Finger Opening,150,315,244,1192.57,55.775
Finger Opening,149,315,259,1265.88,55.8
Finger Opening,148,317,234,1143.69,55.825
Finger Opening,147,316,230,1124.14,55.85
Finger Opening,146,315,214,1045.94,55.875
Finger Opening,145,318,201,982.4,55.9
Finger Opening,144,318,211,1031.28,55.925
Finger Opening,143,319,212,1036.17,55.95
Finger Opening,142,320,184,899.32,55.975
Finger Opening,141,321,192,938.42,56
Finger Opening,140,321,187,913.98,56.025
Finger Opening,139,321,168,821.11,56.05
Finger Opening,138,323,173,845.55,56.075
Finger Opening,137,324,182,889.54,56.1
Finger Opening,136,325,189,923.75,56.125
Finger Opening,135,325,212,1036.17,56.15
Finger Opening,134,324,192,938.42,56.175
Finger Opening,133,324,191,933.53,56.2
Finger Opening,132,326,197,962.85,56.225
Finger Opening,131,325,195,953.08,56.25
Finger Opening,130,325,166,811.34,56.275
Finger Opening,129,327,161,786.9,56.3
Finger Opening,128,327,149,728.25,56.325
Finger Opening,127,327,175,855.33,56.35
Finger Opening,126,327,144,703.81,56.375
Finger Opening,125,327,172,840.66,56.4
Finger Opening,124,326,160,782.01,56.425
Finger Opening,123,326,154,752.69,56.45
Finger Opening,122,328,157,767.35,56.475
Finger Opening,121,321,164,801.56,56.5
Finger Opening,120,329,144,703.81,56.525
Finger Opening,119,325,169,826,56.55
Finger Opening,118,328,199,972.63,56.575
Finger Opening,117,329,192,938.42,56.6
Finger Opening,116,328,171,835.78,56.625
Finger Opening,115,328,162,791.79,56.65
Finger Opening,114,313,145,708.7,56.675
Finger Opening,113,323,127,620.72,56.7
Finger Opening,112,314,147,718.48,56.725
Finger Opening,111,317,157,767.35,56.75
Finger Opening,110,325,129,630.5,56.775
Finger Closing,110,326,118,576.74,56.8
Finger Closing,111,325,131,640.27,56.825
Finger Closing,112,324,105,513.2,56.85
Finger Closing,113,325,104,508.31,56.875
Finger Closing,114,325,113,552.3,56.9
Finger Closing,115,326,99,483.87,56.925
Finger Closing,116,326,94,459.43,56.95
Finger Closing,117,326,114,557.18,56.975
Finger Closing,118,326,90,439.88,57
Finger Closing,119,326,94,459.43,57.025
Finger Closing,120,326,129,630.5,57.05
Finger Closing,121,326,120,586.51,57.075
Finger Closing,122,326,106,518.08,57.1
Finger Closing,123,326,116,566.96,57.125
Finger Closing,124,326,111,542.52,57.15
Finger Closing,125,327,121,591.4,57.175
Finger Closing,126,327,107,522.97,57.2
Finger Closing,127,327,137,669.6,57.225
Finger Closing,128,327,125,610.95,57.25
Finger Closing,129,328,112,547.41,57.275
Finger Closing,130,328,98,478.98,57.3
Finger Closing,131,325,126,615.84,57.325
Finger Closing,132,327,108,527.86,57.35
Finger Closing,133,327,115,562.07,57.375
Finger Closing,134,328,148,723.36,57.4
Finger Closing,135,328,134,654.94,57.425
Finger Closing,136,328,130,635.39,57.45
Finger Closing,137,329,142,694.04,57.475
Finger Closing,138,330,142,694.04,57.5
Finger Closing,139,330,121,591.4,57.525
Finger Closing,140,331,126,615.84,57.55
Finger Closing,141,331,132,645.16,57.575
Finger Closing,142,332,145,708.7,57.6
Finger Closing,143,335,130,635.39,57.625
Finger Closing,144,334,139,679.37,57.65
Finger Closing,145,334,126,615.84,57.675
Finger Closing,146,335,131,640.27,57.7
Finger Closing,147,337,116,566.96,57.725
Finger Closing,148,334,121,591.4,57.75
Finger Closing,149,334,111,542.52,57.775
Finger Closing,150,332,114,557.18,57.8
Finger Closing,151,335,117,571.85,57.825
Finger Closing,152,334,128,625.61,57.85
Finger Closing,153,335,121,591.4,57.875
Finger Closing,154,335,138,674.49,57.9
Finger Closing,155,334,117,571.85,57.925
Finger Closing,156,335,116,566.96,57.95
Finger Closing,157,340,124,606.06,57.975
Finger Closing,158,338,121,591.4,58
Finger Closing,159,339,110,537.63,58.025
Finger Closing,160,340,122,596.29,58.05
Finger Closing,161,340,115,562.07,58.075
Finger Closing,162,341,126,615.84,58.1
Finger Closing,163,341,114,557.18,58.125
Finger Closing,164,340,117,571.85,58.15
Finger Closing,165,339,114,557.18,58.175
Finger Closing,166,336,132,645.16,58.2
Finger Closing,167,333,124,606.06,58.225
Finger Closing,168,330,111,542.52,58.25
Finger Closing,169,329,132,645.16,58.275
Finger Closing,170,328,125,610.95,58.3
Finger Closing,171,328,131,640.27,58.325
Finger Closing,172,327,146,713.59,58.35
Finger Closing,173,327,162,791.79,58.375
Finger Closing,174,327,168,821.11,58.4
Finger Closing,175,326,168,821.11,58.425
Finger Closing,176,325,178,869.99,58.45
Finger Closing,177,322,171,835.78,58.475
Finger Closing,178,320,196,957.97,58.5
Finger Closing,179,319,182,889.54,58.525
Finger Closing,180,316,216,1055.72,58.55
Finger Opening,180,317,222,1085.04,58.575
Finger Opening,179,315,227,1109.48,58.6
Finger Opening,178,314,245,1197.46,58.625
Finger Opening,177,313,220,1075.27,58.65
Finger Opening,176,314,207,1011.73,58.675
Finger Opening,175,314,212,1036.17,58.7
Finger Opening,174,312,188,918.87,58.725
Finger Opening,173,313,197,962.85,58.75
Finger Opening,172,313,213,1041.06,58.775
Finger Opening,171,314,181,884.65,58.8
Finger Opening,170,315,177,865.1,58.825
Finger Opening,169,315,207,1011.73,58.85
Finger Opening,168,317,182,889.54,58.875
Finger Opening,167,319,199,972.63,58.9
Finger Opening,166,318,161,786.9,58.925
Finger Opening,165,322,143,698.92,58.95
Finger Opening,164,317,138,674.49,58.975
Finger Opening,163,320,159,777.13,59
Finger Opening,162,319,144,703.81,59.025
Finger Opening,161,322,135,659.82,59.05
Finger Opening,160,323,154,752.69,59.075
Finger Opening,159,326,156,762.46,59.1
Finger Opening,158,328,158,772.24,59.125
Finger Opening,157,327,172,840.66,59.15
Finger Opening,156,327,163,796.68,59.175
Finger Opening,155,327,149,728.25,59.2
Finger Opening,154,329,141,689.15,59.225
Finger Opening,153,329,141,689.15,59.25
Finger Opening,152,328,129,630.5,59.275
Finger Opening,151,329,143,698.92,59.3
Finger Opening,150,330,136,664.71,59.325
Finger Opening,149,331,143,698.92,59.35
Finger Opening,148,334,135,659.82,59.375
Finger Opening,147,331,138,674.49,59.4
Finger Opening,146,330,140,684.26,59.425
Finger Opening,145,328,141,689.15,59.45
Finger Opening,144,328,145,708.7,59.475
Finger Opening,143,331,183,894.43,59.5
Finger Opening,142,329,187,913.98,59.525
Finger Opening,141,330,174,850.44,59.55
Finger Opening,140,330,168,821.11,59.575
Finger Opening,139,330,162,791.79,59.6
Finger Opening,138,332,143,698.92,59.625
Finger Opening,137,329,173,845.55,59.65
Finger Opening,136,332,163,796.68,59.675
Finger Opening,135,329,171,835.78,59.7
Finger Opening,134,327,175,855.33,59.725
Finger Opening,133,326,180,879.77,59.75
Finger Opening,132,327,166,811.34,59.775
Finger Opening,131,331,179,874.88,59.8
Finger Opening,130,331,166,811.34,59.825
Finger Opening,129,331,195,953.08,59.85
Finger Opening,128,331,158,772.24,59.875
Finger Opening,127,331,149,728.25,59.9
Finger Opening,126,331,129,630.5,59.925
Finger Opening,125,332,140,684.26,59.95
Finger Opening,124,332,154,752.69,59.975
Finger Opening,123,335,155,757.58,60
Finger Opening,122,337,151,738.03,60.025
Finger Opening,121,338,139,679.37,60.05
Finger Opening,120,340,144,703.81,60.075
Finger Opening,119,343,140,684.26,60.1
Finger Opening,118,345,146,713.59,60.125
Finger Opening,117,347,151,738.03,60.15
Finger Opening,116,348,109,532.75,60.175
Finger Opening,115,347,147,718.48,60.2
Finger Opening,114,347,136,664.71,60.225
Finger Opening,113,346,113,552.3,60.25
Finger Opening,112,347,115,562.07,60.275
Finger Opening,111,348,101,493.65,60.3
Finger Opening,110,348,92,449.66,60.325
Finger Closing,110,348,78,381.23,60.35
Finger Closing,111,348,94,459.43,60.375
Finger Closing,112,348,82,400.78,60.4
Finger Closing,113,349,127,620.72,60.425
Finger Closing,114,347,104,508.31,60.45
Finger Closing,115,347,99,483.87,60.475
Finger Closing,116,349,111,542.52,60.5
Finger Closing,117,348,119,581.62,60.525
Finger Closing,118,348,97,474.1,60.55
Finger Closing,119,349,127,620.72,60.575
Finger Closing,120,348,107,522.97,60.6
Finger Closing,121,349,90,439.88,60.625
Finger Closing,122,349,115,562.07,60.65
Finger Closing,123,349,113,552.3,60.675
Finger Closing,124,351,94,459.43,60.7
Finger Closing,125,362,137,669.6,60.725
Finger Closing,126,352,131,640.27,60.75
Finger Closing,127,353,118,576.74,60.775
Finger Closing,128,352,114,557.18,60.8
Finger Closing,129,354,130,635.39,60.825
Finger Closing,130,353,137,669.6,60.85
Finger Closing,131,353,115,562.07,60.875
Finger Closing,132,354,106,518.08,60.9
Finger Closing,133,357,123,601.17,60.925
Finger Closing,134,360,133,650.05,60.95
Finger Closing,135,363,121,591.4,60.975
Finger Closing,136,363,132,645.16,61
Finger Closing,137,365,126,615.84,61.025
Finger Closing,138,365,122,596.29,61.05
Finger Closing,139,367,125,610.95,61.075
Finger Closing,140,368,122,596.29,61.1
Finger Closing,141,368,122,596.29,61.125
Finger Closing,142,369,114,557.18,61.15
Finger Closing,143,370,147,718.48,61.175
Finger Closing,144,371,128,625.61,61.2
Finger Closing,145,371,171,835.78,61.225
Finger Closing,146,371,191,933.53,61.25
Finger Closing,147,371,188,918.87,61.275
Finger Closing,148,371,163,796.68,61.3
Finger Closing,149,369,182,889.54,61.325
Finger Closing,150,366,166,811.34,61.35
Finger Closing,151,363,155,757.58,61.375
Finger Closing,152,359,141,689.15,61.4
Finger Closing,153,359,142,694.04,61.425
Finger Closing,154,360,152,742.91,61.45
Finger Closing,155,357,154,752.69,61.475
Finger Closing,156,350,153,747.8,61.5
Finger Closing,157,357,149,728.25,61.525
Finger Closing,158,358,148,723.36,61.55
Finger Closing,159,358,158,772.24,61.575
Finger Closing,160,358,133,650.05,61.6
Finger Closing,161,357,144,703.81,61.625
Finger Closing,162,356,147,718.48,61.65
Finger Closing,163,348,171,835.78,61.675
Finger Closing,164,352,174,850.44,61.7
Finger Closing,165,350,161,786.9,61.725
Finger Closing,166,349,185,904.2,61.75
Finger Closing,167,347,184,899.32,61.775
Finger Closing,168,346,193,943.3,61.8
Finger Closing,169,346,189,923.75,61.825
Finger Closing,170,346,195,953.08,61.85
Finger Closing,171,347,174,850.44,61.875
Finger Closing,172,343,207,1011.73,61.9
Finger Closing,173,342,185,904.2,61.925
Finger Closing,174,342,223,1089.93,61.95
Finger Closing,175,341,228,1114.37,61.975
Finger Closing,176,338,221,1080.16,62
Finger Closing,177,338,200,977.52,62.025
Finger Closing,178,337,242,1182.8,62.05
Finger Closing,179,337,269,1314.76,62.075
Finger Closing,180,337,252,1231.67,62.1
Finger Opening,180,338,251,1226.78,62.125
Finger Opening,179,336,286,1397.85,62.15
Finger Opening,178,336,226,1104.59,62.175
Finger Opening,177,337,249,1217.01,62.2
Finger Opening,176,340,239,1168.13,62.225
Finger Opening,175,336,327,1598.24,62.25
Finger Opening,174,336,257,1256.11,62.275
Finger Opening,173,336,228,1114.37,62.3
Finger Opening,172,337,243,1187.68,62.325
Finger Opening,171,337,290,1417.4,62.35
Finger Opening,170,336,235,1148.58,62.375
Finger Opening,169,336,180,879.77,62.4
Finger Opening,168,338,214,1045.94,62.425
Finger Opening,167,336,185,904.2,62.45
Finger Opening,166,337,150,733.14,62.475
Finger Opening,165,339,207,1011.73,62.5
Finger Opening,164,339,210,1026.39,62.525
Finger Opening,163,340,175,855.33,62.55
Finger Opening,162,342,223,1089.93,62.575
Finger Opening,161,344,208,1016.62,62.6
Finger Opening,160,345,176,860.22,62.625
