Servo Motion,Servo Position,Flex Value,EMG Value,EMG Voltage,Time (msec)
Finger Opening,159,346,181,884.65,62.65
Finger Opening,158,345,153,747.8,62.675
Finger Opening,157,344,145,708.7,62.7
Finger Opening,156,344,156,762.46,62.725
Finger Opening,155,345,160,782.01,62.75
Finger Opening,154,346,203,992.18,62.775
Finger Opening,153,346,172,840.66,62.8
Finger Opening,152,346,144,703.81,62.825
Finger Opening,151,346,140,684.26,62.85
Finger Opening,150,346,134,654.94,62.875
Finger Opening,149,345,129,630.5,62.9
Finger Opening,148,345,149,728.25,62.925
Finger Opening,147,346,147,718.48,62.95
Finger Opening,146,347,127,620.72,62.975
Finger Opening,145,345,144,703.81,63
Finger Opening,144,345,141,689.15,63.025
Finger Opening,143,344,130,635.39,63.05
Finger Opening,142,345,158,772.24,63.075
Finger Opening,141,347,160,782.01,63.1
Finger Opening,140,347,138,674.49,63.125
Finger Opening,139,351,175,855.33,63.15
Finger Opening,138,349,142,694.04,63.175
Finger Opening,137,351,157,767.35,63.2
Finger Opening,136,351,128,625.61,63.225
Finger Opening,135,351,155,757.58,63.25
Finger Opening,134,351,126,615.84,63.275
Finger Opening,133,351,140,684.26,63.3
Finger Opening,132,347,156,762.46,63.325
Finger Opening,131,349,161,786.9,63.35
Finger Opening,130,349,134,654.94,63.375
Finger Opening,129,351,167,816.23,63.4
Finger Opening,128,352,135,659.82,63.425
Finger Opening,127,354,164,801.56,63.45
Finger Opening,126,355,136,664.71,63.475
Finger Opening,125,355,134,654.94,63.5
Finger Opening,124,356,112,547.41,63.525
Finger Opening,123,356,130,635.39,63.55
Finger Opening,122,357,121,591.4,63.575
Finger Opening,121,358,117,571.85,63.6
Finger Opening,120,358,121,591.4,63.625
Finger Opening,119,357,118,576.74,63.65
Finger Opening,118,357,100,488.76,63.675
Finger Opening,117,357,115,562.07,63.7
Finger Opening,116,359,119,581.62,63.725
Finger Opening,115,362,105,513.2,63.75
Finger Opening,114,363,111,542.52,63.775
Finger Opening,113,363,116,566.96,63.8
Finger Opening,112,363,97,474.1,63.825
Finger Opening,111,363,118,576.74,63.85
Finger Opening,110,363,109,532.75,63.875
Finger Closing,110,363,122,596.29,63.9
Finger Closing,111,363,116,566.96,63.925
Finger Closing,112,363,94,459.43,63.95
Finger Closing,113,363,123,601.17,63.975
Finger Closing,114,363,108,527.86,64
Finger Closing,115,363,109,532.75,64.025
Finger Closing,116,363,127,620.72,64.05
Finger Closing,117,363,124,606.06,64.075
Finger Closing,118,363,127,620.72,64.1
Finger Closing,119,363,131,640.27,64.125
Finger Closing,120,364,111,542.52,64.15
Finger Closing,121,362,108,527.86,64.175
Finger Closing,122,363,131,640.27,64.2
Finger Closing,123,364,115,562.07,64.225
Finger Closing,124,356,106,518.08,64.25
Finger Closing,125,361,118,576.74,64.275
Finger Closing,126,361,99,483.87,64.3
Finger Closing,127,362,161,786.9,64.325
Finger Closing,128,362,141,689.15,64.35
Finger Closing,129,362,123,601.17,64.375
Finger Closing,130,362,105,513.2,64.4
Finger Closing,131,362,108,527.86,64.425
Finger Closing,132,363,107,522.97,64.45
Finger Closing,133,363,129,630.5,64.475
Finger Closing,134,364,124,606.06,64.5
Finger Closing,135,363,138,674.49,64.525
Finger Closing,136,364,128,625.61,64.55
Finger Closing,137,365,160,782.01,64.575
Finger Closing,138,365,143,698.92,64.6
Finger Closing,139,366,138,674.49,64.625
Finger Closing,140,366,130,635.39,64.65
Finger Closing,141,366,142,694.04,64.675
Finger Closing,142,367,143,698.92,64.7
Finger Closing,143,367,144,703.81,64.725
Finger Closing,144,367,145,708.7,64.75
Finger Closing,145,367,185,904.2,64.775
Finger Closing,146,368,156,762.46,64.8
Finger Closing,147,368,144,703.81,64.825
Finger Closing,148,368,145,708.7,64.85
Finger Closing,149,368,156,762.46,64.875
Finger Closing,150,369,138,674.49,64.9
Finger Closing,151,371,154,752.69,64.925
Finger Closing,152,369,135,659.82,64.95
Finger Closing,153,369,144,703.81,64.975
Finger Closing,154,369,149,728.25,65
Finger Closing,155,369,166,811.34,65.025
Finger Closing,156,367,158,772.24,65.05
Finger Closing,157,365,167,816.23,65.075
Finger Closing,158,368,157,767.35,65.1
Finger Closing,159,363,164,801.56,65.125
Finger Closing,160,363,145,708.7,65.15
Finger Closing,161,362,130,635.39,65.175
Finger Closing,162,360,161,786.9,65.2
Finger Closing,163,358,151,738.03,65.225
Finger Closing,164,357,132,645.16,65.25
Finger Closing,165,357,180,879.77,65.275
Finger Closing,166,353,166,811.34,65.3
Finger Closing,167,355,153,747.8,65.325
Finger Closing,168,354,171,835.78,65.35
Finger Closing,169,353,180,879.77,65.375
Finger Closing,170,351,182,889.54,65.4
Finger Closing,171,349,204,997.07,65.425
Finger Closing,172,347,194,948.19,65.45
Finger Closing,173,350,219,1070.38,65.475
Finger Closing,174,345,294,1436.95,65.5
Finger Closing,175,344,258,1261,65.525
Finger Closing,176,345,245,1197.46,65.55
Finger Closing,177,345,270,1319.65,65.575
Finger Closing,178,345,251,1226.78,65.6
Finger Closing,179,344,322,1573.8,65.625
Finger Closing,180,343,309,1510.26,65.65
Finger Opening,180,343,327,1598.24,65.675
Finger Opening,179,344,290,1417.4,65.7
Finger Opening,178,345,252,1231.67,65.725
Finger Opening,177,345,234,1143.69,65.75
Finger Opening,176,346,257,1256.11,65.775
Finger Opening,175,346,227,1109.48,65.8
Finger Opening,174,346,277,1353.86,65.825
Finger Opening,173,346,311,1520.04,65.85
Finger Opening,172,347,343,1676.44,65.875
Finger Opening,171,345,295,1441.84,65.9
Finger Opening,170,346,279,1363.64,65.925
Finger Opening,169,347,234,1143.69,65.95
Finger Opening,168,348,341,1666.67,65.975
Finger Opening,167,349,282,1378.3,66
Finger Opening,166,348,236,1153.47,66.025
Finger Opening,165,345,225,1099.71,66.05
Finger Opening,164,347,208,1016.62,66.075
Finger Opening,163,347,192,938.42,66.1
Finger Opening,162,347,192,938.42,66.125
Finger Opening,161,346,180,879.77,66.15
Finger Opening,160,346,218,1065.49,66.175
Finger Opening,159,347,176,860.22,66.2
Finger Opening,158,346,178,869.99,66.225
Finger Opening,157,345,192,938.42,66.25
Finger Opening,156,346,229,1119.26,66.275
Finger Opening,155,349,189,923.75,66.3
Finger Opening,154,353,231,1129.03,66.325
Finger Opening,153,355,200,977.52,66.35
Finger Opening,152,355,190,928.64,66.375
Finger Opening,151,355,170,830.89,66.4
Finger Opening,150,355,171,835.78,66.425
Finger Opening,149,355,146,713.59,66.45
Finger Opening,148,354,180,879.77,66.475
Finger Opening,147,343,170,830.89,66.5
Finger Opening,146,348,185,904.2,66.525
Finger Opening,145,352,154,752.69,66.55
Finger Opening,144,355,204,997.07,66.575
Finger Opening,143,355,180,879.77,66.6
Finger Opening,142,355,171,835.78,66.625
Finger Opening,141,355,194,948.19,66.65
Finger Opening,140,351,163,796.68,66.675
Finger Opening,139,350,160,782.01,66.7
Finger Opening,138,355,190,928.64,66.725
Finger Opening,137,355,195,953.08,66.75
Finger Opening,136,355,182,889.54,66.775
Finger Opening,135,355,207,1011.73,66.8
Finger Opening,134,355,192,938.42,66.825
Finger Opening,133,355,180,879.77,66.85
Finger Opening,132,353,161,786.9,66.875
Finger Opening,131,356,172,840.66,66.9
Finger Opening,130,355,144,703.81,66.925
Finger Opening,129,355,159,777.13,66.95
Finger Opening,128,355,162,791.79,66.975
Finger Opening,127,355,132,645.16,67
Finger Opening,126,355,120,586.51,67.025
Finger Opening,125,355,173,845.55,67.05
Finger Opening,124,352,142,694.04,67.075
Finger Opening,123,351,165,806.45,67.1
Finger Opening,122,350,153,747.8,67.125
Finger Opening,121,350,166,811.34,67.15
Finger Opening,120,351,137,669.6,67.175
Finger Opening,119,350,136,664.71,67.2
Finger Opening,118,349,127,620.72,67.225
Finger Opening,117,352,150,733.14,67.25
Finger Opening,116,353,120,586.51,67.275
Finger Opening,115,354,116,566.96,67.3
Finger Opening,114,355,126,615.84,67.325
Finger Opening,113,355,110,537.63,67.35
Finger Opening,112,356,105,513.2,67.375
Finger Opening,111,356,117,571.85,67.4
Finger Opening,110,356,87,425.22,67.425
Finger Closing,110,357,110,537.63,67.45
Finger Closing,111,357,126,615.84,67.475
Finger Closing,112,358,94,459.43,67.5
Finger Closing,113,358,79,386.12,67.525
Finger Closing,114,358,103,503.42,67.55
Finger Closing,115,358,92,449.66,67.575
Finger Closing,116,358,106,518.08,67.6
Finger Closing,117,358,109,532.75,67.625
Finger Closing,118,358,125,610.95,67.65
Finger Closing,119,358,99,483.87,67.675
Finger Closing,120,359,114,557.18,67.7
Finger Closing,121,358,113,552.3,67.725
Finger Closing,122,359,116,566.96,67.75
Finger Closing,123,359,89,435,67.775
Finger Closing,124,359,102,498.53,67.8
Finger Closing,125,360,93,454.55,67.825
Finger Closing,126,359,91,444.77,67.85
Finger Closing,127,358,79,386.12,67.875
Finger Closing,128,358,103,503.42,67.9
Finger Closing,129,359,98,478.98,67.925
Finger Closing,130,359,92,449.66,67.95
Finger Closing,131,359,87,425.22,67.975
Finger Closing,132,358,102,498.53,68
Finger Closing,133,356,122,596.29,68.025
Finger Closing,134,356,124,606.06,68.05
Finger Closing,135,358,119,581.62,68.075
Finger Closing,136,358,113,552.3,68.1
Finger Closing,137,359,110,537.63,68.125
Finger Closing,138,360,128,625.61,68.15
Finger Closing,139,358,130,635.39,68.175
Finger Closing,140,362,123,601.17,68.2
Finger Closing,141,363,121,591.4,68.225
Finger Closing,142,363,128,625.61,68.25
Finger Closing,143,365,128,625.61,68.275
Finger Closing,144,368,110,537.63,68.3
Finger Closing,145,371,130,635.39,68.325
Finger Closing,146,372,117,571.85,68.35
Finger Closing,147,372,132,645.16,68.375
Finger Closing,148,374,134,654.94,68.4
Finger Closing,149,375,132,645.16,68.425
Finger Closing,150,376,112,547.41,68.45
Finger Closing,151,376,130,635.39,68.475
Finger Closing,152,376,119,581.62,68.5
Finger Closing,153,376,126,615.84,68.525
Finger Closing,154,376,145,708.7,68.55
Finger Closing,155,376,142,694.04,68.575
Finger Closing,156,377,134,654.94,68.6
Finger Closing,157,377,134,654.94,68.625
Finger Closing,158,377,128,625.61,68.65
Finger Closing,159,377,139,679.37,68.675
Finger Closing,160,376,127,620.72,68.7
Finger Closing,161,376,145,708.7,68.725
Finger Closing,162,374,132,645.16,68.75
Finger Closing,163,371,145,708.7,68.775
Finger Closing,164,368,151,738.03,68.8
Finger Closing,165,365,149,728.25,68.825
Finger Closing,166,364,157,767.35,68.85
Finger Closing,167,364,151,738.03,68.875
Finger Closing,168,363,129,630.5,68.9
Finger Closing,169,360,129,630.5,68.925
Finger Closing,170,362,129,630.5,68.95
Finger Closing,171,359,141,689.15,68.975
Finger Closing,172,357,125,610.95,69
Finger Closing,173,355,141,689.15,69.025
Finger Closing,174,353,138,674.49,69.05
Finger Closing,175,350,145,708.7,69.075
Finger Closing,176,350,149,728.25,69.1
Finger Closing,177,346,171,835.78,69.125
Finger Closing,178,345,182,889.54,69.15
Finger Closing,179,344,199,972.63,69.175
Finger Closing,180,342,200,977.52,69.2
Finger Opening,180,342,203,992.18,69.225
Finger Opening,179,343,231,1129.03,69.25
Finger Opening,178,343,225,1099.71,69.275
Finger Opening,177,342,197,962.85,69.3
Finger Opening,176,342,164,801.56,69.325
Finger Opening,175,342,201,982.4,69.35
Finger Opening,174,341,198,967.74,69.375
Finger Opening,173,341,231,1129.03,69.4
Finger Opening,172,341,210,1026.39,69.425
Finger Opening,171,341,248,1212.12,69.45
Finger Opening,170,341,277,1353.86,69.475
Finger Opening,169,342,272,1329.42,69.5
Finger Opening,168,344,251,1226.78,69.525
Finger Opening,167,343,298,1456.5,69.55
Finger Opening,166,342,321,1568.91,69.575
Finger Opening,165,343,335,1637.34,69.6
Finger Opening,164,343,334,1632.45,69.625
Finger Opening,163,346,313,1529.81,69.65
Finger Opening,162,345,290,1417.4,69.675
Finger Opening,161,342,264,1290.32,69.7
Finger Opening,160,345,238,1163.25,69.725
Finger Opening,159,345,227,1109.48,69.75
Finger Opening,158,344,224,1094.82,69.775
Finger Opening,157,344,198,967.74,69.8
Finger Opening,156,345,172,840.66,69.825
Finger Opening,155,345,219,1070.38,69.85
Finger Opening,154,345,176,860.22,69.875
Finger Opening,153,345,179,874.88,69.9
Finger Opening,152,341,162,791.79,69.925
Finger Opening,151,342,154,752.69,69.95
Finger Opening,150,343,127,620.72,69.975
Finger Opening,149,344,164,801.56,70
Finger Opening,148,348,147,718.48,70.025
Finger Opening,147,352,153,747.8,70.05
Finger Opening,146,354,135,659.82,70.075
Finger Opening,145,352,152,742.91,70.1
Finger Opening,144,356,134,654.94,70.125
Finger Opening,143,356,128,625.61,70.15
Finger Opening,142,356,119,581.62,70.175
Finger Opening,141,358,120,586.51,70.2
Finger Opening,140,360,119,581.62,70.225
Finger Opening,139,363,148,723.36,70.25
Finger Opening,138,362,132,645.16,70.275
Finger Opening,137,363,112,547.41,70.3
Finger Opening,136,366,112,547.41,70.325
Finger Opening,135,367,103,503.42,70.35
Finger Opening,134,367,114,557.18,70.375
Finger Opening,133,366,104,508.31,70.4
Finger Opening,132,372,144,703.81,70.425
Finger Opening,131,372,119,581.62,70.45
Finger Opening,130,372,110,537.63,70.475
Finger Opening,129,372,108,527.86,70.5
Finger Opening,128,371,112,547.41,70.525
Finger Opening,127,372,94,459.43,70.55
Finger Opening,126,367,109,532.75,70.575
Finger Opening,125,356,102,498.53,70.6
Finger Opening,124,358,88,430.11,70.625
Finger Opening,123,366,78,381.23,70.65
Finger Opening,122,372,98,478.98,70.675
Finger Opening,121,373,88,430.11,70.7
Finger Opening,120,373,71,347.02,70.725
Finger Opening,119,373,82,400.78,70.75
Finger Opening,118,373,111,542.52,70.775
Finger Opening,117,374,94,459.43,70.8
Finger Opening,116,374,83,405.67,70.825
Finger Opening,115,374,122,596.29,70.85
Finger Opening,114,375,105,513.2,70.875
Finger Opening,113,377,84,410.56,70.9
Finger Opening,112,375,133,650.05,70.925
Finger Opening,111,378,116,566.96,70.95
Finger Opening,110,378,95,464.32,70.975
Finger Closing,110,373,123,601.17,71
Finger Closing,111,376,100,488.76,71.025
Finger Closing,112,377,79,386.12,71.05
Finger Closing,113,377,87,425.22,71.075
Finger Closing,114,378,105,513.2,71.1
Finger Closing,115,378,101,493.65,71.125
Finger Closing,116,377,106,518.08,71.15
Finger Closing,117,370,100,488.76,71.175
Finger Closing,118,378,121,591.4,71.2
Finger Closing,119,379,149,728.25,71.225
Finger Closing,120,378,131,640.27,71.25
Finger Closing,121,379,112,547.41,71.275
Finger Closing,122,379,139,679.37,71.3
Finger Closing,123,380,158,772.24,71.325
Finger Closing,124,381,182,889.54,71.35
Finger Closing,125,381,147,718.48,71.375
Finger Closing,126,381,154,752.69,71.4
Finger Closing,127,381,175,855.33,71.425
Finger Closing,128,382,147,718.48,71.45
Finger Closing,129,382,135,659.82,71.475
Finger Closing,130,382,135,659.82,71.5
Finger Closing,131,384,151,738.03,71.525
Finger Closing,132,382,125,610.95,71.55
Finger Closing,133,382,154,752.69,71.575
Finger Closing,134,381,148,723.36,71.6
Finger Closing,135,379,123,601.17,71.625
Finger Closing,136,378,170,830.89,71.65
Finger Closing,137,376,181,884.65,71.675
Finger Closing,138,373,166,811.34,71.7
Finger Closing,139,371,153,747.8,71.725
Finger Closing,140,370,144,703.81,71.75
Finger Closing,141,367,141,689.15,71.775
Finger Closing,142,365,162,791.79,71.8
Finger Closing,143,362,154,752.69,71.825
Finger Closing,144,361,173,845.55,71.85
Finger Closing,145,359,170,830.89,71.875
Finger Closing,146,357,199,972.63,71.9
Finger Closing,147,358,189,923.75,71.925
Finger Closing,148,357,155,757.58,71.95
Finger Closing,149,355,190,928.64,71.975
Finger Closing,150,355,172,840.66,72
Finger Closing,151,355,189,923.75,72.025
Finger Closing,152,352,207,1011.73,72.05
Finger Closing,153,347,193,943.3,72.075
Finger Closing,154,347,245,1197.46,72.1
Finger Closing,155,348,209,1021.51,72.125
Finger Closing,156,345,239,1168.13,72.15
Finger Closing,157,345,223,1089.93,72.175
Finger Closing,158,344,230,1124.14,72.2
Finger Closing,159,346,245,1197.46,72.225
Finger Closing,160,345,205,1001.96,72.25
Finger Closing,161,339,260,1270.77,72.275
Finger Closing,162,339,291,1422.29,72.3
Finger Closing,163,338,227,1109.48,72.325
Finger Closing,164,340,255,1246.33,72.35
Finger Closing,165,342,272,1329.42,72.375
Finger Closing,166,339,227,1109.48,72.4
Finger Closing,167,338,230,1124.14,72.425
Finger Closing,168,338,240,1173.02,72.45
Finger Closing,169,339,215,1050.83,72.475
Finger Closing,170,339,235,1148.58,72.5
Finger Closing,171,338,205,1001.96,72.525
Finger Closing,172,337,201,982.4,72.55
Finger Closing,173,337,232,1133.92,72.575
Finger Closing,174,338,329,1608.02,72.6
Finger Closing,175,337,287,1402.74,72.625
Finger Closing,176,337,278,1358.75,72.65
Finger Closing,177,336,265,1295.21,72.675
Finger Closing,178,336,266,1300.1,72.7
Finger Closing,179,335,244,1192.57,72.725
Finger Closing,180,335,284,1388.07,72.75
Finger Opening,180,335,279,1363.64,72.775
Finger Opening,179,335,296,1446.73,72.8
Finger Opening,178,335,280,1368.52,72.825
Finger Opening,177,335,356,1739.98,72.85
Finger Opening,176,335,322,1573.8,72.875
Finger Opening,175,334,308,1505.38,72.9
Finger Opening,174,334,307,1500.49,72.925
Finger Opening,173,333,286,1397.85,72.95
Finger Opening,172,335,243,1187.68,72.975
Finger Opening,171,335,237,1158.36,73
Finger Opening,170,334,274,1339.2,73.025
Finger Opening,169,335,235,1148.58,73.05
Finger Opening,168,333,215,1050.83,73.075
Finger Opening,167,333,205,1001.96,73.1
Finger Opening,166,329,227,1109.48,73.125
Finger Opening,165,322,184,899.32,73.15
Finger Opening,164,322,167,816.23,73.175
Finger Opening,163,318,186,909.09,73.2
Finger Opening,162,318,159,777.13,73.225
Finger Opening,161,315,147,718.48,73.25
Finger Opening,160,313,135,659.82,73.275
Finger Opening,159,313,128,625.61,73.3
Finger Opening,158,314,125,610.95,73.325
Finger Opening,157,316,144,703.81,73.35
Finger Opening,156,317,122,596.29,73.375
Finger Opening,155,319,141,689.15,73.4
Finger Opening,154,319,152,742.91,73.425
Finger Opening,153,320,146,713.59,73.45
Finger Opening,152,322,133,650.05,73.475
Finger Opening,151,326,145,708.7,73.5
Finger Opening,150,330,160,782.01,73.525
Finger Opening,149,334,139,679.37,73.55
Finger Opening,148,340,152,742.91,73.575
Finger Opening,147,345,154,752.69,73.6
Finger Opening,146,352,159,777.13,73.625
Finger Opening,145,358,169,826,73.65
Finger Opening,144,363,180,879.77,73.675
Finger Opening,143,367,172,840.66,73.7
Finger Opening,142,366,165,806.45,73.725
Finger Opening,141,369,161,786.9,73.75
Finger Opening,140,370,164,801.56,73.775
Finger Opening,139,374,146,713.59,73.8
Finger Opening,138,377,145,708.7,73.825
Finger Opening,137,379,148,723.36,73.85
Finger Opening,136,377,167,816.23,73.875
Finger Opening,135,376,136,664.71,73.9
Finger Opening,134,378,155,757.58,73.925
Finger Opening,133,374,166,811.34,73.95
Finger Opening,132,362,163,796.68,73.975
Finger Opening,131,380,143,698.92,74
Finger Opening,130,380,130,635.39,74.025
Finger Opening,129,380,122,596.29,74.05
Finger Opening,128,380,127,620.72,74.075
Finger Opening,127,376,113,552.3,74.1
Finger Opening,126,377,124,606.06,74.125
Finger Opening,125,377,114,557.18,74.15
Finger Opening,124,378,144,703.81,74.175
Finger Opening,123,378,141,689.15,74.2
Finger Opening,122,378,127,620.72,74.225
Finger Opening,121,378,117,571.85,74.25
Finger Opening,120,378,96,469.21,74.275
Finger Opening,119,378,81,395.89,74.3
Finger Opening,118,377,112,547.41,74.325
Finger Opening,117,377,105,513.2,74.35
Finger Opening,116,376,100,488.76,74.375
Finger Opening,115,377,89,435,74.4
Finger Opening,114,375,141,689.15,74.425
Finger Opening,113,374,122,596.29,74.45
Finger Opening,112,378,104,508.31,74.475
Finger Opening,111,378,113,552.3,74.5
Finger Opening,110,374,106,518.08,74.525
